Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MBPLHRAD32PXR-FC,(reason not mentioned),(reason not mentioned),aug,X-ray
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MBM5620,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6DR,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLOjul,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261jul,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MBPLCRAYP,(reason not mentioned),(reason not mentioned),aug,C-Arm
MPMEV10TD,PMS Done,(reason not mentioned),aug,Patient monitors
MPMEV100T,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100T,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MFD9jul14,"pms done, working in good condition",(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
MFD9jul14,"Machine checked,working in good condition.",(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
MFD9jul14,(reason not mentioned),(reason not mentioned),aug,Foetal Doppler
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),PMS done.,aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
BPLBLOSSOM100,(reason not mentioned),(reason not mentioned),aug,Mother Infant Care
MPM5633B,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5633B,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5633B,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5633B,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MOGOXY5NEOS,(reason not mentioned),(reason not mentioned),aug,Oxygen concentrator
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,PMS DONE,(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),PMS Completed,aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),PMS done.,aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,PMS DONE,(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,PMS DONE,(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,PMS DONE,(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),PMS completed,aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),PMS Completed,aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),PMS completed,aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),PMS done.,aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),PMS done.,aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,PMS DONE,(reason not mentioned),aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),aug,Volumetric Pump
